full_name,selling_price,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,age
Maruti Baleno Zeta,6.5,Dealer,43000,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,6
Mahindra XUV500 W8 4WD,6.5,Dealer,47000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,9
Hyundai Verna 1.6 SX,6.5,Dealer,89000,First Owner,Diesel,Manual,22.32,1582.0,126.32,5.0,8
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,6.5,Dealer,42000,First Owner,Petrol,Automatic,14.7,1496.0,120.69,5.0,7
Toyota Innova 2.5 G (Diesel) 7 Seater,6.5,Dealer,39000,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,10
Tata Tigor 1.05 Revotorq XZ,6.5,Individual,40000,First Owner,Diesel,Manual,24.7,1047.0,69.0,5.0,4
Maruti Swift AMT VVT ZXI,6.5,Dealer,30000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Mahindra Scorpio S6 7 Seater,6.5,Individual,90000,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,7
Maruti Ciaz ZDi Plus,6.5,Dealer,39000,First Owner,Diesel,Manual,26.21,1248.0,88.5,5.0,5
Maruti Ciaz ZDi Plus SHVS,6.5,Dealer,56000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,6
Maruti Swift Dzire AMT VXI BS IV,6.5,Dealer,11000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Renault Duster 110PS Diesel RxZ,6.5,Dealer,81645,First Owner,Diesel,Manual,19.01,1461.0,108.45,5.0,7
Maruti Ertiga CNG VXI,6.5,Dealer,49000,First Owner,CNG,Manual,26.08,1462.0,91.19,7.0,7
Toyota Innova 2.5 G (Diesel) 8 Seater,6.5,Dealer,68000,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,9
Maruti Ciaz VDi Plus SHVS,6.5,Dealer,38000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Maruti Baleno Delta Automatic,6.5,Dealer,31000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,6
BMW 3 Series 320i,6.5,Dealer,75000,First Owner,Petrol,Automatic,12.05,1995.0,154.0,5.0,12
Maruti Ciaz Delta Diesel,6.5,Dealer,69999,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Maruti Swift Dzire AMT VDI,6.5,Dealer,48000,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,5
Hyundai Sonata 2.4 GDi MT,6.5,Dealer,44000,First Owner,Petrol,Manual,13.44,2359.0,198.25,5.0,10
Honda City VX MT,6.5,Dealer,25000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,4
Honda Jazz V,6.5,Dealer,45002,First Owner,Petrol,Manual,18.2,1199.0,88.7,5.0,4
Maruti Vitara Brezza VDi,6.5,Dealer,480000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Maruti Ertiga VXI,6.5,Individual,40000,First Owner,Petrol,Manual,16.02,1373.0,93.7,7.0,8
Skoda Rapid 1.5 TDI AT Elegance,6.5,Dealer,54000,First Owner,Diesel,Automatic,21.66,1498.0,103.52,5.0,7
Mahindra Thar DI 4X4,6.5,Dealer,40000,First Owner,Diesel,Manual,18.06,2523.0,63.0,7.0,7
Maruti Ertiga SHVS VDI,6.5,Dealer,45700,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Maruti Vitara Brezza VDi,6.5,Dealer,62000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Honda City i VTEC S,6.5,Dealer,40212,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,7
Honda Amaze VX i-VTEC,6.5,Dealer,40200,First Owner,Petrol,Manual,17.8,1198.0,86.7,5.0,4
Maruti Baleno Delta Automatic,6.5,Individual,9000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,3
Maruti Ertiga SHVS ZDI Plus,6.5,Dealer,68219,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Hyundai i20 1.2 Spotz,6.5,Dealer,12000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Volkswagen Vento 1.6 Comfortline,6.5,Dealer,17000,First Owner,Petrol,Manual,16.09,1598.0,103.2,5.0,6
Maruti Ertiga SHVS VDI,6.5,Dealer,51500,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Maruti Ertiga VXI,6.5,Individual,60000,First Owner,Petrol,Manual,16.02,1373.0,93.7,7.0,8
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,6.5,Individual,70000,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,7
Maruti Swift Dzire VXI 1.2,6.5,Dealer,35000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,4
Honda Jazz 1.2 SV i VTEC,6.5,Individual,50000,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,6
Maruti Ertiga ZDI,6.5,Dealer,55000,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,9
Maruti Swift Dzire ZXI Plus,6.5,Individual,40000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,5
Maruti Ciaz VXi Option,6.5,Individual,40000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Volkswagen Jetta 2.0L TDI Highline AT,6.5,Dealer,78000,First Owner,Diesel,Automatic,16.96,1968.0,138.03,5.0,10
Mahindra NuvoSport N8,6.5,Individual,75000,First Owner,Diesel,Manual,17.45,1493.0,100.0,7.0,6
Maruti Swift Dzire VDI,6.5,Individual,100000,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,6
Maruti Swift Dzire VDI,6.5,Dealer,68393,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,7
Maruti Ertiga VXI CNG,6.5,Dealer,55392,First Owner,CNG,Manual,22.8,1373.0,80.9,7.0,8
Maruti Baleno Zeta Automatic,6.5,Dealer,23000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,6
Ford Freestyle Titanium Petrol BSIV,6.5,Individual,25000,First Owner,Petrol,Manual,19.0,1194.0,94.68,5.0,4
Ford Aspire Titanium Plus Diesel BSIV,6.5,Individual,40000,First Owner,Diesel,Manual,26.1,1498.0,99.23,5.0,3
Hyundai i20 Asta Option 1.4 CRDi,6.5,Individual,120000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Maruti Ciaz VXi Plus,6.5,Dealer,52000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Honda WR-V i-VTEC S,6.5,Individual,15000,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,5
Honda Amaze VX i-VTEC,6.5,Individual,25000,First Owner,Petrol,Manual,17.8,1198.0,86.7,5.0,4
Maruti Swift Dzire ZDi,6.5,Dealer,94000,First Owner,Diesel,Manual,19.3,1248.0,73.9,5.0,7
Renault Duster 85PS Diesel STD,6.5,Individual,56400,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,6
Mahindra Scorpio 2009-2014 SLE 7S BSIV,6.5,Dealer,122772,First Owner,Diesel,Manual,12.05,2179.0,120.0,7.0,9
Honda City i DTEC SV,6.5,Dealer,70500,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,7
Maruti Swift AMT ZXI Plus BSIV,6.5,Dealer,52000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,6
Maruti Swift VDI BSIV,6.5,Dealer,66000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,6
Hyundai i20 Magna 1.4 CRDi,6.5,Dealer,77000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,6
Volkswagen Vento 1.2 TSI Highline AT,6.5,Dealer,56205,First Owner,Petrol,Automatic,18.19,1197.0,103.2,5.0,6
Tata Nexon 1.2 Revotron XM,6.5,Dealer,15700,First Owner,Petrol,Manual,17.0,1198.0,108.5,5.0,5
Honda City i VTEC VX Option,6.5,Dealer,40000,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,8
Maruti Swift Dzire ZDI Plus,6.5,Dealer,30000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,5
Hyundai Santro Sportz AMT,6.5,Dealer,6932,First Owner,Petrol,Automatic,20.3,1086.0,68.07,5.0,3
Volkswagen Polo Petrol Highline 1.6L,6.5,Dealer,59000,First Owner,Petrol,Manual,15.26,1598.0,103.5,5.0,6
Volkswagen Polo 2015-2019 1.5 TDI Highline,6.5,Dealer,63000,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,7
Maruti Swift Dzire ZXI,6.5,Dealer,21000,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,5
Maruti Swift Dzire ZDI,6.5,Individual,40000,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,6
Mahindra Scorpio 2009-2014 VLX 2WD AT 7S,6.5,Dealer,69000,First Owner,Diesel,Automatic,11.79,2179.0,120.0,7.0,8
Maruti SX4 S Cross DDiS 200 Sigma,6.5,Dealer,44000,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,5
Hyundai i20 Asta 1.4 CRDi,6.5,Dealer,78000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Honda City i DTEC S,6.5,Dealer,88000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,6
Toyota Platinum Etios 1.4 GXD,6.5,Dealer,90483,First Owner,Diesel,Manual,23.59,1364.0,67.05,5.0,4
Maruti Swift Dzire VDI,6.5,Individual,80000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,5
Mercedes-Benz C-Class 200 Kompressor,6.5,Dealer,66001,First Owner,Petrol,Manual,11.7,1796.0,178.0,5.0,13
Volkswagen Polo GT TSI,6.5,Individual,53776,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,8
Hyundai i20 Asta 1.4 CRDi,6.5,Individual,70000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Maruti Swift VDI,6.5,Dealer,54100,First Owner,Diesel,Manual,22.9,1248.0,74.0,5.0,4
Mahindra XUV500 W8 4WD,6.5,Dealer,113000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,9
Hyundai i20 2015-2017 Asta 1.4 CRDi,6.5,Dealer,63239,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Maruti Ertiga ZDI,6.5,Individual,38000,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,9
Maruti Ertiga VXI,6.5,Individual,60000,First Owner,Petrol,Manual,16.02,1373.0,93.7,7.0,8
Mercedes-Benz C-Class C 200 CGI Elegance,6.5,Dealer,59000,First Owner,Petrol,Automatic,11.74,1796.0,186.0,5.0,11
Volkswagen Polo GT TSI,6.5,Dealer,64000,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,7
Hyundai i20 2015-2017 Era 1.4 CRDi,6.5,Individual,120000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,5
Honda Amaze SX i-VTEC,6.5,Dealer,15787,First Owner,Petrol,Manual,18.0,1198.0,86.7,5.0,3
Hyundai i20 Diesel Asta Option,6.5,Individual,90000,First Owner,Diesel,Manual,22.54,1396.0,88.76,5.0,4
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,6.5,Individual,120000,First Owner,Diesel,Manual,12.8,2494.0,102.0,8.0,12
Maruti Swift VXI,6.5,Dealer,11707,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,5
Maruti Baleno Alpha 1.3,6.5,Individual,70000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,6
Tata Nexon 1.2 Revotron XT,6.5,Individual,20000,First Owner,Petrol,Manual,17.0,1198.0,108.5,5.0,5
Maruti Baleno RS 1.0 Petrol,6.5,Individual,60000,First Owner,Petrol,Manual,21.1,998.0,100.5,5.0,5
Maruti Swift Dzire VDI,6.5,Individual,70000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,5
Maruti Ciaz ZXi Plus,6.5,Individual,55000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Volkswagen Polo Petrol Highline 1.2L,6.5,Dealer,20000,First Owner,Petrol,Manual,16.47,1198.0,73.9,5.0,8
Honda City i DTEC VX Option,6.5,Individual,90000,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,7
Volkswagen Polo 1.0 MPI Comfortline Plus,6.5,Dealer,45000,First Owner,Petrol,Manual,17.74,999.0,75.1,5.0,3
Maruti Ertiga VDI,6.5,Dealer,75000,First Owner,Diesel,Manual,25.47,1248.0,88.5,7.0,7
Maruti Ciaz ZDi Plus,6.5,Dealer,41348,First Owner,Diesel,Manual,26.21,1248.0,88.5,5.0,7
Volkswagen Polo 2015-2019 1.5 TDI Highline,6.5,Dealer,72000,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,6
Hyundai Xcent 1.2 Kappa S,6.5,Dealer,21932,First Owner,Petrol,Manual,19.1,1197.0,82.0,5.0,5
Toyota Innova 2.5 GX 7 STR BSIV,6.5,Dealer,75000,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,9
Chevrolet Cruze LTZ AT,6.5,Dealer,78000,First Owner,Diesel,Automatic,18.1,1991.0,147.9,4.0,11
Honda City i DTEC S,6.5,Dealer,46000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,6
Honda City i VTEC SV,6.5,Individual,27000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,6
Nissan Micra XV CVT,6.5,Individual,8000,First Owner,Petrol,Automatic,19.15,1198.0,75.94,5.0,3
Honda City VX MT,6.5,Dealer,60568,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,8
Honda Jazz 1.2 V AT i VTEC,6.5,Individual,40000,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,6
Maruti Swift Dzire VXI 1.2 BS IV,6.5,Dealer,33000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,4
Volkswagen Jetta 2.0L TDI Highline AT,6.5,Individual,101000,First Owner,Diesel,Automatic,16.96,1968.0,138.1,5.0,9
Maruti Swift Dzire ZDI,6.5,Individual,90000,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,7
Chevrolet Cruze LTZ,6.5,Dealer,48000,First Owner,Diesel,Manual,17.3,1998.0,163.7,5.0,7
Honda Jazz 1.2 V i VTEC,6.5,Individual,30000,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,4
Mahindra TUV 300 T8,6.5,Dealer,42974,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Mahindra Scorpio M2DI,6.5,Individual,90000,First Owner,Diesel,Manual,13.5,2179.0,115.0,5.0,8
Maruti Baleno Delta Automatic,6.5,Individual,50000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,6
Volkswagen Polo GT TSI,6.5,Dealer,39000,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,7
Hyundai i20 1.2 Asta Option,6.5,Individual,25000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Hyundai Verna 1.6 CRDi AT SX,6.5,Individual,120000,First Owner,Diesel,Automatic,19.08,1582.0,126.2,5.0,7
Toyota Platinum Etios 1.4 GXD,6.5,Dealer,69480,First Owner,Diesel,Manual,23.59,1364.0,67.05,5.0,5
Nissan Terrano XV 110 PS,6.49,Dealer,40000,First Owner,Diesel,Manual,19.01,1461.0,108.5,5.0,7
Mahindra TUV 300 T4 Plus,6.49,Dealer,72432,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Mahindra Bolero 2011-2019 SLE,6.49,Dealer,85000,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,7
Honda City i DTEC VX,6.49,Dealer,99000,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,8
Volkswagen Vento 1.5 TDI Highline,6.49,Dealer,54187,First Owner,Diesel,Manual,20.34,1498.0,103.2,5.0,8
Ford Ecosport 1.5 DV5 MT Titanium Optional,6.49,Dealer,49000,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,8
Skoda Superb Elegance 2.0 TDI CR AT,6.49,Dealer,69000,First Owner,Diesel,Automatic,17.2,1968.0,138.1,5.0,9
Honda City i VTEC V,6.49,Dealer,40000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,5
Mahindra XUV500 2011-2015 W8 FWD,6.49,Dealer,113143,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,9
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,6.49,Dealer,9000,First Owner,Petrol,Manual,18.78,999.0,75.0,5.0,3
Mercedes-Benz C-Class C 200 Kompressor Elegance AT,6.49,Dealer,56000,First Owner,Petrol,Automatic,11.74,1796.0,186.0,5.0,13
Maruti Ertiga VXI CNG,6.49,Dealer,48000,First Owner,CNG,Manual,22.8,1373.0,80.9,7.0,8
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,6.49,Dealer,41500,First Owner,Petrol,Automatic,15.63,1499.0,110.4,5.0,6
Hyundai Verna 1.6 SX VTVT (O),6.49,Dealer,57000,First Owner,Petrol,Manual,17.1,1591.0,121.3,5.0,7
Hyundai Grand i10 1.2 Kappa Sportz AT,6.49,Dealer,15918,First Owner,Petrol,Automatic,18.9,1197.0,81.86,5.0,4
Ford Ecosport 1.5 Ti VCT AT Titanium,6.49,Dealer,74300,First Owner,Petrol,Automatic,16.5,1499.0,110.0,5.0,8
Maruti Swift Dzire VXI 1.2 BS IV,6.48,Individual,35000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,3
Maruti Swift Dzire VDI,6.48,Individual,70000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,5
Honda City i VTEC CVT SV,6.48,Dealer,51235,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,7
Hyundai i20 Sportz Option 1.2,6.45,Dealer,40000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Maruti Ertiga VDI,6.45,Dealer,68880,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,8
Honda Jazz 1.2 V AT i VTEC,6.45,Dealer,37000,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,6
Volkswagen Vento 1.2 TSI Highline AT,6.45,Dealer,26000,First Owner,Petrol,Automatic,16.93,1197.0,103.2,5.0,7
Honda Amaze S i-VTEC,6.45,Dealer,12000,First Owner,Petrol,Manual,17.8,1198.0,86.7,5.0,4
Maruti Ciaz VXi,6.45,Trustmark Dealer,35701,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Hyundai Xcent 1.2 Kappa S AT,6.45,Dealer,1390,First Owner,Petrol,Automatic,19.1,1197.0,82.0,5.0,5
Maruti Baleno Alpha,6.45,Dealer,26917,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,5
Maruti Baleno Zeta 1.3,6.45,Dealer,75000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,5
Hyundai Grand i10 1.2 Kappa Sportz AT,6.45,Dealer,15000,First Owner,Petrol,Automatic,18.9,1197.0,81.86,5.0,4
Hyundai i20 1.2 Asta,6.45,Trustmark Dealer,63669,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,6
Honda City i DTEC VX,6.45,Dealer,68000,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,8
Maruti Swift Dzire VDI,6.45,Dealer,53000,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,7
Volkswagen Ameo 1.0 MPI Comfortline,6.45,Dealer,21000,First Owner,Petrol,Manual,19.44,999.0,75.0,5.0,4
Maruti Baleno Delta 1.3,6.45,Dealer,83000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
Hyundai i20 1.2 Asta Option,6.45,Individual,25000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Toyota Innova 2.5 GX (Diesel) 8 Seater,6.45,Dealer,81000,First Owner,Diesel,Manual,12.99,2494.0,100.6,8.0,9
Maruti Swift Dzire VXi AT,6.45,Dealer,26000,First Owner,Petrol,Automatic,18.5,1197.0,83.14,5.0,5
Maruti Ciaz ZXi Plus,6.45,Dealer,33000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Skoda Rapid 1.5 TDI Active,6.45,Dealer,29000,First Owner,Diesel,Manual,21.14,1498.0,103.52,5.0,5
Maruti Vitara Brezza LDi Option,6.45,Individual,40000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Maruti Swift VXI,6.45,Dealer,21005,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,2
Ford Endeavour Hurricane Limited Edition,6.45,Dealer,85000,First Owner,Diesel,Automatic,12.8,2953.0,156.0,7.0,10
Maruti Swift VDI Optional,6.45,Dealer,49649,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,5
Honda City i VTEC SV,6.45,Dealer,49000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,6
Maruti Swift Dzire VXI 1.2 BS IV,6.45,Dealer,8000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,5
Maruti Swift Dzire AMT VXI BS IV,6.45,Trustmark Dealer,30503,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,5
Skoda Rapid 1.6 MPI AT Style,6.45,Dealer,50000,First Owner,Petrol,Automatic,14.3,1598.0,103.52,5.0,6
Honda City i VTEC SV,6.45,Dealer,42000,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,8
Mahindra XUV500 2011-2015 W8 FWD,6.45,Dealer,76122,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,10
Maruti Ertiga VXI ABS,6.45,Dealer,36000,First Owner,Petrol,Manual,16.02,1373.0,93.7,7.0,8
Maruti Swift AMT VXI,6.45,Dealer,45000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Maruti Swift AMT VXI BSIV,6.45,Dealer,25000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,6.45,Dealer,77000,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,9
Volkswagen Polo GT TSI,6.45,Dealer,56084,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,7
Maruti Ertiga VXI CNG,6.45,Dealer,77000,First Owner,CNG,Manual,17.5,1373.0,80.46,7.0,7
Maruti Swift ZXI BSIV,6.45,Dealer,20000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,4
Toyota Etios GD,6.45,Individual,102000,First Owner,Diesel,Manual,23.59,1364.0,67.05,5.0,6
Volkswagen Polo 2015-2019 GT TSI,6.45,Dealer,52000,First Owner,Petrol,Automatic,17.21,1197.0,103.5,5.0,7
Volkswagen Polo 2015-2019 1.5 TDI Highline,6.45,Dealer,63000,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,6
Maruti Swift Dzire VXI 1.2 BS IV,6.45,Dealer,11000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,3
Maruti Baleno Zeta 1.2,6.45,Dealer,4000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,4
Honda Jazz 1.2 V AT i VTEC,6.45,Dealer,20040,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,6
Renault Duster 85PS Diesel RxL Plus,6.45,Dealer,49083,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,10
Volkswagen Vento 1.2 TSI Highline AT,6.45,Dealer,52000,First Owner,Petrol,Automatic,16.93,1197.0,103.2,5.0,8
Maruti Baleno Delta,6.43,Individual,7124,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 Kappa Sportz BSIV,6.43,Dealer,37903,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,5
Hyundai i20 Active 1.2,6.42,Dealer,27240,First Owner,Petrol,Manual,17.19,1197.0,81.86,5.0,5
Maruti Vitara Brezza VDi,6.42,Individual,100000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Honda Jazz V,6.41,Dealer,26026,First Owner,Petrol,Manual,18.2,1199.0,88.7,5.0,5
Maruti Swift Dzire VDI,6.41,Individual,70000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,4
Maruti Swift Dzire AMT VXI,6.4,Dealer,45156,First Owner,Petrol,Automatic,21.21,1197.0,81.8,5.0,4
Honda Amaze S Petrol,6.4,Dealer,25000,First Owner,Petrol,Manual,18.6,1199.0,88.76,5.0,3
Maruti Swift Dzire VXI 1.2,6.4,Individual,10000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,3
Volkswagen Vento 1.5 TDI Comfortline AT,6.4,Dealer,60000,First Owner,Diesel,Automatic,21.5,1498.0,108.5,5.0,6
Fiat Linea Classic 1.4 Petrol,6.4,Individual,50000,First Owner,Petrol,Manual,14.9,1368.0,88.7,5.0,6
Maruti Ciaz ZXi Plus,6.4,Dealer,13000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,7
Maruti Ignis 1.3 Zeta,6.4,Dealer,18000,First Owner,Diesel,Manual,26.8,1248.0,74.0,5.0,4
Honda WR-V i-VTEC S,6.4,Dealer,44500,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,5
Maruti Baleno Delta 1.2,6.4,Dealer,4414,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Maruti Ertiga ZDI,6.4,Individual,39000,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,9
Maruti Ignis Zeta AMT,6.4,Dealer,11000,First Owner,Petrol,Automatic,20.89,1197.0,81.8,5.0,3
Maruti Baleno Delta,6.4,Dealer,14000,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,3
Toyota Platinum Etios 1.5 VX,6.4,Dealer,25000,First Owner,Petrol,Manual,16.78,1496.0,88.73,5.0,5
Honda City i VTEC SV,6.4,Dealer,75129,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,7
Maruti Ciaz VDi Plus SHVS,6.4,Dealer,86000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,6
Hyundai i20 Active 1.4 S,6.4,Individual,90000,First Owner,Diesel,Manual,21.19,1396.0,88.73,5.0,4
Honda Jazz 1.5 VX i DTEC,6.4,Dealer,68757,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,7
Hyundai i20 Asta,6.4,Dealer,41394,First Owner,Petrol,Manual,17.0,1197.0,80.0,5.0,5
Honda City i VTEC SV,6.4,Dealer,74995,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,7
Volkswagen Vento 1.6 Highline,6.4,Dealer,61000,First Owner,Petrol,Manual,15.04,1598.0,103.2,5.0,6
Maruti Swift ZXI Plus BSIV,6.4,Individual,10000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,4
Renault Duster 85PS Diesel RxL,6.4,Individual,80000,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,6
Ford Ecosport 2015-2021 1.5 TDCi Trend Plus BE BSIV,6.4,Individual,35000,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,6
Maruti Ertiga SHVS VDI,6.4,Dealer,46000,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Renault Duster 110PS Diesel RxL,6.4,Individual,80000,First Owner,Diesel,Manual,19.6,1461.0,108.45,5.0,6
Ford Ecosport 1.5 DV5 MT Titanium,6.4,Dealer,31700,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,7
Hyundai i20 Magna,6.4,Individual,20000,First Owner,Petrol,Manual,20.35,1197.0,81.86,5.0,2
